player_display_name,recent_team,week,season,opponent_team,headshot_url,fantasy_points,fantasy_points_ppr,targets,target_share,receptions,receiving_yards,receiving_tds,air_yards_share,wopr,wr_points_allowed,wr_rank_allowed
Julio Jones,PHI,7,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",0.3,1.3,1,0.033333335,1,3.0,0,0.009090909,0.056363635,28.1,14.0
Julio Jones,PHI,8,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",6.8,7.8,2,0.057142857,1,8.0,1,0.07037037,0.13497354,35.4,27.0
Julio Jones,PHI,11,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",0.5,2.5,2,0.0952381,2,5.0,0,-0.027210884,0.123809524,22.2,30.0
Julio Jones,PHI,12,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",0.0,1.0,3,0.10714286,1,0.0,0,-0.0051020407,0.15714286,24.5,26.0
Julio Jones,PHI,15,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",0.6,1.6,1,0.033333335,1,6.0,0,0.020338982,0.06423729,28.9,17.0
Julio Jones,PHI,16,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",0.5,1.5,4,0.11111111,1,5.0,0,0.14213198,0.26615906,31.6,24.0
Julio Jones,PHI,17,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",15.4,17.4,2,0.08695652,2,34.0,2,0.12444445,0.2175459,27.1,19.0
Julio Jones,PHI,18,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",1.3,3.3,4,0.121212125,2,13.0,0,0.16109422,0.29458413,31.6,24.0
Julio Jones,PHI,19,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omrddf2phtyztzx2nup1",2.2,5.2,3,0.09375,3,22.0,0,0.08661418,0.20125492,30.8,2.0
Randall Cobb,NYJ,1,2023,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",0.0,0.0,1,0.055555556,0,0.0,0,0.13333334,0.17666666,24.5,26.0
Randall Cobb,NYJ,2,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",0.0,0.0,1,0.04,0,0.0,0,0.056603774,0.099622644,24.5,29.0
Randall Cobb,NYJ,3,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",1.2,2.2,2,0.071428575,1,12.0,0,0.0375,0.13339286,27.7,31.0
Randall Cobb,NYJ,4,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",0.8,2.8,4,0.102564104,2,8.0,0,0.082474224,0.21157812,22.2,30.0
Randall Cobb,NYJ,5,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",0.0,0.0,1,0.03846154,0,0.0,0,0.038674034,0.08476413,24.9,1.0
Randall Cobb,NYJ,6,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",2.0,2.0,3,0.09090909,0,0.0,0,0.08494209,0.1958231,36.6,13.0
Randall Cobb,NYJ,14,2023,HOU,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",7.5,8.5,1,0.028571429,1,15.0,1,0.025531914,0.060729485,26.9,6.0
Randall Cobb,NYJ,15,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",0.0,0.0,3,0.09090909,0,0.0,0,0.25429553,0.3143705,28.1,14.0
Randall Cobb,NYJ,18,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",0.4,1.4,1,0.055555556,1,4.0,0,0.0067114094,0.08803132,27.7,31.0
Marvin Jones,DET,1,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ciy9sxefmcnwjw7ln3h2",-1.2,0.8,6,0.1875,2,8.0,0,0.23041475,0.44254032,22.2,30.0
Marvin Jones,DET,4,2023,GB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ciy9sxefmcnwjw7ln3h2",0.0,0.0,1,0.037037037,0,0.0,0,0.04519774,0.08719397,27.1,12.0
Marvin Jones,DET,5,2023,CAR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ciy9sxefmcnwjw7ln3h2",2.2,4.2,2,0.074074075,2,22.0,0,0.10240964,0.18279786,22.5,21.0
Marvin Jones,DET,6,2023,TB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ciy9sxefmcnwjw7ln3h2",0.5,1.5,1,0.024390243,1,5.0,0,0.01754386,0.048866067,30.8,2.0
Adam Thielen,CAR,1,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",1.2,3.2,2,0.06451613,2,12.0,0,0.039473683,0.12440577,22.6,10.0
Adam Thielen,CAR,2,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",13.4,20.4,9,0.29032257,7,54.0,1,0.27962086,0.6312185,25.4,18.0
Adam Thielen,CAR,3,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",20.5,31.5,14,0.24561404,11,145.0,1,0.2955032,0.5752733,28.9,17.0
Adam Thielen,CAR,4,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",8.2,15.2,8,0.2580645,7,76.0,0,0.49,0.73009676,30.8,22.0
Adam Thielen,CAR,5,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",16.7,27.7,13,0.37142858,11,107.0,1,0.3553719,0.8059032,32.4,8.0
Adam Thielen,CAR,6,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",17.5,28.5,13,0.37142858,11,115.0,1,0.42105263,0.8518797,28.1,14.0
Adam Thielen,CAR,8,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",7.2,15.2,11,0.3548387,8,72.0,0,0.26530612,0.71797234,26.9,6.0
Adam Thielen,CAR,9,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",2.9,7.9,6,0.16216215,5,29.0,0,0.18709677,0.37421098,25.5,11.0
Adam Thielen,CAR,10,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",4.2,10.2,10,0.29411766,6,42.0,0,0.15789473,0.5517028,25.5,5.0
Adam Thielen,CAR,11,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",7.4,15.4,11,0.42307693,8,74.0,0,0.46938777,0.9631868,24.5,29.0
Adam Thielen,CAR,12,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",0.2,1.2,3,0.125,1,2.0,0,0.18987341,0.32041138,30.5,32.0
Adam Thielen,CAR,13,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",2.5,5.5,6,0.23076923,3,25.0,0,0.24573378,0.5181675,30.8,2.0
Adam Thielen,CAR,14,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",7.4,12.4,7,0.21875,5,74.0,0,0.21198156,0.4765121,25.4,18.0
Adam Thielen,CAR,15,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",4.3,8.3,7,0.3043478,4,43.0,0,0.30645162,0.67103785,22.6,10.0
Adam Thielen,CAR,16,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",9.4,15.4,8,0.25,6,94.0,0,0.30678466,0.5897493,27.1,12.0
Adam Thielen,CAR,17,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",3.8,9.8,6,0.19354838,6,38.0,0,0.07692308,0.34416872,29.3,7.0
Adam Thielen,CAR,18,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",1.2,3.2,3,0.16666667,2,12.0,0,0.13333334,0.34333333,30.8,2.0
Marquise Goodwin,CLE,1,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",0.0,0.0,2,0.06896552,0,0.0,0,0.26139817,0.286427,29.7,3.0
Marquise Goodwin,CLE,2,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",0.0,0.0,2,0.05,0,0.0,0,0.21012658,0.2220886,27.5,16.0
Marquise Goodwin,CLE,3,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",0.1,0.1,0,,0,0.0,0,,,30.5,32.0
Marquise Goodwin,CLE,4,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",0.0,1.0,1,0.029411765,1,0.0,0,-0.006666667,0.03945098,25.1,23.0
Marquise Goodwin,CLE,6,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",2.4,3.4,2,0.060606062,1,4.0,0,0.11336032,0.17026132,27.8,25.0
Marquise Goodwin,CLE,7,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",2.3,3.3,2,0.057142857,1,6.0,0,0.0992647,0.15519957,25.5,11.0
Marquise Goodwin,CLE,8,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",-0.5,-0.5,0,,0,0.0,0,,,28.9,17.0
Marquise Goodwin,CLE,9,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",0.0,0.0,2,0.071428575,0,0.0,0,0.37810946,0.37181947,27.1,19.0
Marquise Goodwin,CLE,15,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",5.7,6.7,1,0.022727273,1,57.0,0,0.12032086,0.11831551,25.5,5.0
Marquise Goodwin,CLE,16,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",0.0,0.0,1,0.023255814,0,0.0,0,0.10666667,0.10955039,26.9,6.0
Marquise Goodwin,CLE,19,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cof5bbih1o9dtnonwmjp",0.0,0.0,1,0.023255814,0,0.0,0,0.045936394,0.0670392,26.9,6.0
Keenan Allen,LAC,1,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",8.2,14.2,9,0.29032257,6,76.0,0,0.4585153,0.7564446,28.1,14.0
Keenan Allen,LAC,2,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",23.1,31.1,10,0.25641027,8,111.0,2,0.2635468,0.5690981,30.5,32.0
Keenan Allen,LAC,3,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",27.46,45.46,20,0.41666666,18,215.0,0,0.36363637,0.87954545,30.8,22.0
Keenan Allen,LAC,4,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",9.2,12.2,5,0.20833333,3,32.0,1,0.2249135,0.46993944,25.9,20.0
Keenan Allen,LAC,6,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",14.5,21.5,11,0.2972973,7,85.0,1,0.49609375,0.7932116,24.5,29.0
Keenan Allen,LAC,7,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",5.5,9.5,9,0.3,4,55.0,0,0.29320988,0.6552469,22.2,30.0
Keenan Allen,LAC,8,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",6.9,14.9,10,0.2631579,8,69.0,0,0.6592179,0.85618937,25.5,5.0
Keenan Allen,LAC,9,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",7.7,15.7,9,0.32142857,8,77.0,0,0.4820144,0.81955296,17.4,9.0
Keenan Allen,LAC,10,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",29.5,40.5,14,0.35,11,175.0,2,0.51648355,0.88653845,32.4,8.0
Keenan Allen,LAC,11,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",17.6,27.6,16,0.44444445,10,116.0,1,0.4479769,0.9802505,27.1,12.0
Keenan Allen,LAC,12,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",8.6,22.6,16,0.3902439,14,106.0,0,0.4183267,0.8781945,25.1,23.0
Keenan Allen,LAC,13,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",5.8,10.8,9,0.25,5,58.0,0,0.3955224,0.65186566,27.7,31.0
Keenan Allen,LAC,14,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",6.8,12.8,12,0.29268292,6,68.0,0,0.40294117,0.7210832,24.9,1.0
Robert Woods,HOU,1,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",5.7,11.7,10,0.23255815,6,57.0,0,0.28846154,0.55076027,25.1,23.0
Robert Woods,HOU,2,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",7.4,13.4,9,0.20930232,6,74.0,0,0.23671497,0.47965398,25.5,11.0
Robert Woods,HOU,3,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",3.4,6.4,6,0.20689656,3,34.0,0,0.2704918,0.4996891,29.3,7.0
Robert Woods,HOU,4,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",2.6,5.6,6,0.22222222,3,26.0,0,0.22666667,0.492,27.5,16.0
Robert Woods,HOU,5,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",3.0,6.0,9,0.28125,3,30.0,0,0.2769784,0.6157599,22.6,10.0
Robert Woods,HOU,6,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",6.6,7.6,3,0.125,1,6.0,1,0.15384616,0.2951923,25.4,18.0
Robert Woods,HOU,10,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",1.5,2.5,3,0.07692308,1,15.0,0,0.06223176,0.15894684,29.7,3.0
Robert Woods,HOU,11,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",4.4,9.4,8,0.21052632,5,44.0,0,0.21621622,0.46714082,27.1,19.0
Robert Woods,HOU,12,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",4.0,6.0,3,0.083333336,2,40.0,0,0.13913043,0.2223913,29.3,7.0
Robert Woods,HOU,14,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",-0.2,0.8,3,0.11111111,1,-2.0,0,0.09191176,0.23100491,17.4,9.0
Robert Woods,HOU,15,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",3.0,6.0,5,0.14705883,3,30.0,0,0.19924812,0.3600619,30.5,32.0
Robert Woods,HOU,16,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",2.1,4.1,6,0.125,2,14.0,0,0.18539326,0.3172753,21.8,28.0
Robert Woods,HOU,17,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",5.8,9.8,4,0.12903225,4,58.0,0,0.19607843,0.33080328,30.5,32.0
Robert Woods,HOU,19,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",1.1,2.1,2,0.09090909,1,11.0,0,0.03883495,0.1635481,21.8,28.0
Robert Woods,HOU,20,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",0.6,1.6,4,0.12903225,1,6.0,0,0.1559633,0.3027227,25.1,23.0
DeAndre Hopkins,TEN,1,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",6.5,13.5,13,0.3939394,7,65.0,0,0.43771043,0.8973064,25.4,18.0
DeAndre Hopkins,TEN,2,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",4.0,8.0,5,0.20833333,4,40.0,0,0.2085308,0.45847157,32.8,15.0
DeAndre Hopkins,TEN,3,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",4.8,7.8,7,0.29166666,3,48.0,0,0.4055118,0.72135824,21.8,28.0
DeAndre Hopkins,TEN,4,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",6.3,10.3,6,0.23076923,4,63.0,0,0.34951457,0.59081405,29.7,3.0
DeAndre Hopkins,TEN,5,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",14.0,22.0,11,0.32352942,8,140.0,0,0.6360294,0.9305147,25.5,11.0
DeAndre Hopkins,TEN,6,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",2.0,3.0,5,0.25,1,20.0,0,0.35882354,0.6261765,25.1,23.0
DeAndre Hopkins,TEN,8,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",30.8,34.8,6,0.23076923,4,128.0,3,0.42539683,0.6439316,22.6,10.0
DeAndre Hopkins,TEN,9,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",6.5,10.5,11,0.2972973,4,60.0,0,0.38071066,0.7124434,27.5,16.0
DeAndre Hopkins,TEN,10,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",2.7,5.7,9,0.23076923,3,27.0,0,0.4107143,0.6336538,30.8,2.0
DeAndre Hopkins,TEN,11,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",11.9,15.9,5,0.29411766,4,59.0,1,0.47368422,0.77275544,29.3,7.0
DeAndre Hopkins,TEN,12,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",4.9,7.9,5,0.18518518,3,49.0,0,0.29310346,0.48295018,22.5,21.0
DeAndre Hopkins,TEN,13,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",13.9,18.9,12,0.36363637,5,75.0,1,0.6279864,0.985045,25.5,11.0
DeAndre Hopkins,TEN,14,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",18.4,25.4,12,0.33333334,7,124.0,1,0.5135135,0.85945946,28.1,14.0
DeAndre Hopkins,TEN,15,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",2.1,4.1,9,0.34615386,2,21.0,0,0.5201005,0.88330114,26.9,6.0
DeAndre Hopkins,TEN,16,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",2.0,4.0,4,0.16,2,20.0,0,0.31496063,0.46047243,28.9,17.0
DeAndre Hopkins,TEN,17,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",7.2,14.2,7,0.28,7,72.0,0,0.2556818,0.59897727,26.9,6.0
DeAndre Hopkins,TEN,18,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",10.6,17.6,10,0.3846154,7,46.0,1,0.45394737,0.8946862,29.3,7.0
Willie Snead,SF,4,2023,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fr5xckiwhguuaishnbju",0.9,1.9,1,0.04761905,1,9.0,0,0.03314917,0.09463299,27.1,19.0
Willie Snead,SF,16,2023,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fr5xckiwhguuaishnbju",0.5,1.5,2,0.045454547,1,5.0,0,0.04225352,0.097759284,25.1,23.0
Odell Beckham,BAL,1,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",3.7,5.7,3,0.14285715,2,37.0,0,0.375,0.47678572,26.9,6.0
Odell Beckham,BAL,2,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",2.9,5.9,4,0.121212125,3,29.0,0,0.13,0.27281818,29.7,3.0
Odell Beckham,BAL,5,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",1.3,3.3,4,0.10526316,2,13.0,0,0.11137441,0.23585682,27.5,16.0
Odell Beckham,BAL,6,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",3.4,5.4,4,0.13793103,2,34.0,0,0.12107623,0.2916499,30.5,32.0
Odell Beckham,BAL,7,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",4.9,9.9,7,0.25,5,49.0,0,0.3360324,0.6102227,32.4,8.0
Odell Beckham,BAL,8,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",0.0,0.0,4,0.15384616,0,0.0,0,0.30322582,0.4430273,27.1,19.0
Odell Beckham,BAL,9,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",9.6,14.6,7,0.21875,5,56.0,1,0.22014925,0.48222947,28.9,17.0
Odell Beckham,BAL,10,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",10.0,11.0,2,0.08695652,1,40.0,1,0.016666668,0.14210145,21.8,28.0
Odell Beckham,BAL,11,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",11.6,15.6,7,0.3043478,4,116.0,0,0.55789477,0.84704804,29.7,3.0
Odell Beckham,BAL,12,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",3.4,6.4,5,0.16666667,3,34.0,0,0.3027027,0.4618919,32.8,15.0
Odell Beckham,BAL,14,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",15.7,19.7,10,0.25,4,97.0,1,0.41444868,0.66511405,,
Odell Beckham,BAL,15,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",1.4,2.4,3,0.13043478,1,14.0,0,0.2885572,0.39764223,29.3,7.0
Odell Beckham,BAL,16,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",1.3,3.3,3,0.0882353,2,13.0,0,0.10326087,0.20463555,27.8,25.0
Odell Beckham,BAL,17,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",3.3,4.3,1,0.045454547,1,33.0,0,0.13253012,0.1609529,28.1,14.0
Odell Beckham,BAL,20,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",1.2,2.2,1,0.04761905,1,12.0,0,0.072289154,0.12203098,26.9,6.0
Odell Beckham,BAL,21,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",2.2,5.2,6,0.1764706,3,22.0,0,0.2964072,0.47219092,22.2,30.0
Brandin Cooks,DAL,1,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",2.2,4.2,4,0.16,2,22.0,0,0.22099447,0.39469615,31.6,24.0
Brandin Cooks,DAL,3,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",1.7,3.7,7,0.1891892,2,17.0,0,0.27513227,0.47637638,27.1,19.0
Brandin Cooks,DAL,4,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",2.7,6.7,4,0.11111111,4,27.0,0,0.08370044,0.22525698,27.7,31.0
Brandin Cooks,DAL,5,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",1.3,2.3,4,0.15384616,1,7.0,0,0.4,0.51076925,27.8,25.0
Brandin Cooks,DAL,6,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",11.0,15.0,4,0.13333334,4,36.0,1,0.11320755,0.2792453,32.8,15.0
Brandin Cooks,DAL,8,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",11.2,14.2,4,0.11764706,3,49.0,1,0.20477815,0.3198153,,
Brandin Cooks,DAL,9,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",0.7,1.7,2,0.045454547,1,7.0,0,0.057142857,0.10818182,36.6,13.0
Brandin Cooks,DAL,10,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",23.3,32.3,10,0.22727273,9,173.0,1,0.28976035,0.54374135,31.6,24.0
Brandin Cooks,DAL,11,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",4.2,7.2,4,0.1,3,42.0,0,0.16141732,0.2629921,22.5,21.0
Brandin Cooks,DAL,12,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",13.2,17.2,5,0.15625,4,72.0,1,0.16382979,0.34905586,35.4,27.0
