player_display_name,recent_team,week,season,opponent_team,headshot_url,fantasy_points,fantasy_points_ppr,carries,rushing_yards,rushing_tds,targets,target_share,receptions,receiving_yards,receiving_tds,rb_points_allowed,rb_rank_allowed
Brandon Bolden,LV,15,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kqqwz35z9brhkzbs4bcn",8.5,8.5,2,25.0,1,0,,0,0.0,0,20.6,3.0
Brandon Bolden,LV,16,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kqqwz35z9brhkzbs4bcn",2.0,2.0,0,0.0,0,0,,0,0.0,0,17.8,30.0
Brandon Bolden,LV,17,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kqqwz35z9brhkzbs4bcn",0.6,0.6,2,6.0,0,0,,0,0.0,0,23.7,21.0
Latavius Murray,BUF,1,2023,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",1.7,2.7,2,8.0,0,2,0.051282052,1,9.0,0,22.8,32.0
Latavius Murray,BUF,2,2023,LV,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",9.1,11.1,6,22.0,1,2,0.055555556,2,9.0,0,20.8,20.0
Latavius Murray,BUF,3,2023,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",8.1,9.1,5,15.0,1,1,0.03125,1,6.0,0,23.4,2.0
Latavius Murray,BUF,4,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",5.6,7.6,4,32.0,0,2,0.08,2,24.0,0,17.7,13.0
Latavius Murray,BUF,5,2023,JAX,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",0.7,1.7,2,6.0,0,1,0.027777778,1,1.0,0,17.8,11.0
Latavius Murray,BUF,6,2023,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",4.5,4.5,12,45.0,0,0,,0,0.0,0,21.8,5.0
Latavius Murray,BUF,7,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",2.8,4.8,4,8.0,0,2,0.051282052,2,20.0,0,17.8,15.0
Latavius Murray,BUF,8,2023,TB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",1.1,2.1,5,7.0,0,1,0.025641026,1,4.0,0,15.6,8.0
Latavius Murray,BUF,9,2023,CIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",1.0,2.0,2,4.0,0,1,0.03125,1,6.0,0,19.6,10.0
Latavius Murray,BUF,10,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",12.9,14.9,9,68.0,1,3,0.12,2,1.0,0,24.7,25.0
Latavius Murray,BUF,11,2023,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",3.5,3.5,10,35.0,0,0,,0,0.0,0,22.8,32.0
Latavius Murray,BUF,12,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",4.8,7.8,9,30.0,0,5,0.10204082,3,18.0,0,16.7,1.0
Latavius Murray,BUF,14,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",3.0,4.0,3,9.0,0,1,0.027777778,1,21.0,0,17.8,30.0
Latavius Murray,BUF,15,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",7.1,7.1,5,11.0,1,0,,0,0.0,0,17.3,26.0
Latavius Murray,BUF,17,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",0.0,0.0,1,0.0,0,1,0.035714287,0,0.0,0,17.8,15.0
Latavius Murray,BUF,19,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",1.3,3.3,0,0.0,0,2,0.06666667,2,13.0,0,20.4,16.0
Latavius Murray,BUF,20,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",2.7,5.7,0,0.0,0,4,0.10810811,3,27.0,0,17.8,30.0
Cordarrelle Patterson,ATL,5,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",0.7,1.7,0,0.0,0,1,0.02631579,1,7.0,0,17.6,19.0
Cordarrelle Patterson,ATL,6,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",0.6,1.6,1,0.0,0,1,0.022727273,1,6.0,0,23.4,2.0
Cordarrelle Patterson,ATL,7,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",5.6,5.6,10,56.0,0,0,,0,0.0,0,15.6,8.0
Cordarrelle Patterson,ATL,8,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",0.7,0.7,2,7.0,0,0,,0,0.0,0,17.2,9.0
Cordarrelle Patterson,ATL,9,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",0.3,1.3,1,0.0,0,1,0.029411765,1,3.0,0,17.1,6.0
Cordarrelle Patterson,ATL,10,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",2.0,4.0,3,13.0,0,2,0.10526316,2,7.0,0,25.7,18.0
Cordarrelle Patterson,ATL,12,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",4.3,4.3,8,43.0,0,0,,0,0.0,0,16.5,23.0
Cordarrelle Patterson,ATL,13,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",1.7,2.7,5,11.0,0,2,0.08,1,6.0,0,22.8,32.0
Cordarrelle Patterson,ATL,14,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",0.7,0.7,3,7.0,0,0,,0,0.0,0,15.6,8.0
Cordarrelle Patterson,ATL,15,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",6.0,7.0,5,-2.0,0,3,0.15789473,1,2.0,1,23.7,29.0
Cordarrelle Patterson,ATL,16,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",3.3,5.3,7,26.0,0,2,0.0625,2,7.0,0,23.7,21.0
Cordarrelle Patterson,ATL,18,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",2.0,2.0,5,20.0,0,0,,0,0.0,0,16.5,23.0
Damien Williams,ARI,6,2023,LA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ga4vusnfwfvhp2ksqw7x",4.4,5.4,8,36.0,0,1,0.02631579,1,8.0,0,,
Damien Williams,ARI,7,2023,SEA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ga4vusnfwfvhp2ksqw7x",0.2,0.2,1,2.0,0,0,,0,0.0,0,23.8,12.0
Damien Williams,ARI,8,2023,BAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ga4vusnfwfvhp2ksqw7x",0.9,1.9,2,5.0,0,1,0.027777778,1,4.0,0,16.7,24.0
Jerick McKinnon,KC,1,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",1.0,2.0,0,0.0,0,2,0.054054055,1,10.0,0,14.0,4.0
Jerick McKinnon,KC,2,2023,JAX,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",2.2,5.2,1,-2.0,0,3,0.075,3,24.0,0,17.8,11.0
Jerick McKinnon,KC,3,2023,CHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",14.8,17.8,2,9.0,0,3,0.08108108,3,19.0,2,21.0,22.0
Jerick McKinnon,KC,4,2023,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",0.7,0.7,3,7.0,0,1,0.03448276,0,0.0,0,22.8,32.0
Jerick McKinnon,KC,5,2023,MIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",2.5,4.5,1,7.0,0,3,0.07692308,2,18.0,0,17.1,6.0
Jerick McKinnon,KC,6,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",2.0,5.0,0,0.0,0,5,0.12820514,3,20.0,0,24.7,25.0
Jerick McKinnon,KC,7,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",2.6,4.6,2,2.0,0,2,0.05,2,24.0,0,20.6,3.0
Jerick McKinnon,KC,8,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",0.8,1.8,2,-2.0,0,2,0.054054055,1,10.0,0,24.7,25.0
Jerick McKinnon,KC,9,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",8.4,10.4,1,2.0,0,2,0.071428575,2,22.0,1,17.7,13.0
Jerick McKinnon,KC,11,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",1.5,3.5,1,7.0,0,3,0.07692308,2,8.0,0,16.7,1.0
Jerick McKinnon,KC,14,2023,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",9.7,12.7,4,19.0,1,3,0.07692308,3,18.0,0,18.6,27.0
Jerick McKinnon,KC,15,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",13.16,16.16,4,11.0,0,3,0.08571429,3,19.0,1,17.8,15.0
Jerick McKinnon,KC,22,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yezxe2j778cndbhkxwez",1.5,3.5,0,0.0,0,2,0.04761905,2,15.0,0,16.2,14.0
Raheem Mostert,MIA,1,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",11.0,13.0,10,37.0,1,2,0.045454547,2,13.0,0,20.6,3.0
Raheem Mostert,MIA,2,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",24.7,25.7,18,121.0,2,1,0.03448276,1,6.0,0,17.8,15.0
Raheem Mostert,MIA,3,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",38.2,45.2,13,82.0,3,7,0.25,7,60.0,1,24.7,25.0
Raheem Mostert,MIA,4,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",2.5,5.5,7,9.0,0,5,0.14705883,3,36.0,0,18.6,27.0
Raheem Mostert,MIA,5,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",13.8,15.8,10,65.0,1,2,0.071428575,2,13.0,0,21.8,5.0
Raheem Mostert,MIA,6,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",31.2,34.2,17,115.0,2,3,0.1,3,17.0,1,23.7,29.0
Raheem Mostert,MIA,7,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",5.1,6.1,9,45.0,0,3,0.09375,1,6.0,0,16.7,1.0
Raheem Mostert,MIA,8,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",10.6,10.6,13,46.0,1,0,,0,0.0,0,17.8,15.0
Raheem Mostert,MIA,9,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",14.5,14.5,12,85.0,1,1,0.030303031,0,0.0,0,17.8,30.0
Raheem Mostert,MIA,11,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",9.3,10.3,22,86.0,0,2,0.055555556,1,7.0,0,20.8,20.0
Raheem Mostert,MIA,12,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",21.4,21.4,20,94.0,2,1,0.035714287,0,0.0,0,22.8,32.0
Raheem Mostert,MIA,13,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",11.1,12.1,11,43.0,1,1,0.04,1,8.0,0,23.4,2.0
Raheem Mostert,MIA,14,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",22.0,23.0,21,96.0,2,1,0.030303031,1,4.0,0,17.2,9.0
Raheem Mostert,MIA,15,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",16.3,18.3,15,42.0,2,2,0.07692308,2,1.0,0,22.8,32.0
Raheem Mostert,MIA,16,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",11.0,12.0,11,46.0,0,1,0.027777778,1,4.0,1,17.3,26.0
Raheem Mostert,MIA,19,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",3.0,4.0,8,33.0,0,2,0.05263158,1,-3.0,0,17.8,30.0
Ameer Abdullah,LV,1,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",0.0,0.0,0,0.0,0,1,0.03846154,0,0.0,0,24.7,25.0
Ameer Abdullah,LV,2,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",0.5,1.5,0,0.0,0,3,0.13043478,1,5.0,0,18.6,27.0
Ameer Abdullah,LV,3,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",1.6,3.6,0,0.0,0,3,0.06818182,2,16.0,0,20.4,16.0
Ameer Abdullah,LV,4,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",1.4,3.4,0,0.0,0,2,0.05263158,2,14.0,0,20.6,3.0
Ameer Abdullah,LV,5,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",1.5,2.5,1,4.0,0,1,0.03448276,1,11.0,0,20.4,17.0
Ameer Abdullah,LV,6,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",0.0,0.0,0,0.0,0,1,0.032258064,0,0.0,0,17.8,15.0
Ameer Abdullah,LV,8,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",1.9,2.9,1,7.0,0,1,0.04761905,1,12.0,0,14.0,4.0
Ameer Abdullah,LV,9,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",2.5,4.5,2,8.0,0,2,0.083333336,2,17.0,0,21.8,5.0
Ameer Abdullah,LV,10,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",0.4,1.4,0,0.0,0,1,0.04,1,4.0,0,22.8,32.0
Ameer Abdullah,LV,11,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",0.4,1.4,0,0.0,0,1,0.02631579,1,4.0,0,17.7,13.0
Ameer Abdullah,LV,12,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",1.3,2.3,1,11.0,0,1,0.03125,1,2.0,0,17.8,30.0
Ameer Abdullah,LV,14,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",1.9,3.9,1,12.0,0,2,0.06896552,2,7.0,0,17.1,6.0
Ameer Abdullah,LV,15,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",4.5,6.5,6,32.0,0,2,0.05882353,2,13.0,0,20.6,3.0
Ameer Abdullah,LV,16,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",1.2,2.2,2,11.0,0,1,0.05263158,1,1.0,0,17.8,30.0
Ameer Abdullah,LV,17,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",2.2,3.2,1,4.0,0,1,0.02173913,1,18.0,0,23.7,21.0
Ameer Abdullah,LV,18,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",0.7,1.7,0,0.0,0,1,0.037037037,1,7.0,0,24.7,25.0
Melvin Gordon,BAL,3,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4g8x7yotpgszlyanow0",5.5,7.5,10,32.0,0,2,0.06666667,2,23.0,0,23.7,21.0
Melvin Gordon,BAL,4,2023,CLE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4g8x7yotpgszlyanow0",4.4,5.4,3,21.0,0,1,0.055555556,1,23.0,0,17.2,31.0
Melvin Gordon,BAL,17,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4g8x7yotpgszlyanow0",7.0,7.0,6,10.0,1,0,,0,0.0,0,17.7,13.0
Melvin Gordon,BAL,18,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4g8x7yotpgszlyanow0",-0.2,-0.2,7,18.0,0,0,,0,0.0,0,20.4,16.0
Derrick Henry,TEN,1,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",11.9,13.9,15,63.0,0,3,0.09090909,2,56.0,0,16.5,23.0
Derrick Henry,TEN,2,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",15.5,18.5,25,80.0,1,4,0.16666667,3,15.0,0,20.6,3.0
Derrick Henry,TEN,3,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",2.0,2.0,11,20.0,0,0,,0,0.0,0,17.2,31.0
Derrick Henry,TEN,4,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",23.38,24.38,22,122.0,1,1,0.03846154,1,11.0,0,19.6,10.0
Derrick Henry,TEN,5,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",6.2,9.2,13,43.0,0,3,0.0882353,3,19.0,0,23.7,21.0
Derrick Henry,TEN,6,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",17.3,19.3,12,97.0,1,2,0.1,2,16.0,0,16.7,24.0
Derrick Henry,TEN,8,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",12.2,16.2,22,101.0,0,4,0.15384616,4,21.0,0,16.0,28.0
Derrick Henry,TEN,9,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",16.2,19.2,17,75.0,1,4,0.10810811,3,27.0,0,20.4,16.0
Derrick Henry,TEN,10,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",2.0,3.0,11,24.0,0,1,0.025641026,1,-4.0,0,15.6,8.0
Derrick Henry,TEN,11,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",4.4,5.4,10,38.0,0,2,0.11764706,1,6.0,0,17.8,11.0
Derrick Henry,TEN,12,2023,CAR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",19.6,20.6,18,76.0,2,2,0.074074075,1,0.0,0,23.7,29.0
Derrick Henry,TEN,13,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",24.0,25.0,21,102.0,2,2,0.060606062,1,18.0,0,23.7,21.0
Derrick Henry,TEN,14,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",17.1,18.1,17,34.0,2,2,0.055555556,1,17.0,0,17.7,13.0
Derrick Henry,TEN,15,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",1.0,5.0,16,9.0,0,4,0.15384616,4,1.0,0,17.6,19.0
Derrick Henry,TEN,16,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",20.38,21.38,19,88.0,1,1,0.04,1,11.0,0,23.8,12.0
Derrick Henry,TEN,17,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",4.2,4.2,12,42.0,0,1,0.04,0,0.0,0,17.6,19.0
Derrick Henry,TEN,18,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",21.3,21.3,19,153.0,1,0,,0,0.0,0,17.8,11.0
Jonathan Williams,WAS,15,2023,LA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnlboggtjcflj9fxauub",-0.2,-0.2,1,-2.0,0,1,0.029411765,0,0.0,0,,
Ezekiel Elliott,NE,1,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",2.3,7.3,7,29.0,0,7,0.12962963,5,14.0,0,16.7,1.0
Ezekiel Elliott,NE,2,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",1.3,1.3,5,13.0,0,0,,0,0.0,0,17.7,13.0
Ezekiel Elliott,NE,3,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",8.7,9.7,16,80.0,0,1,0.037037037,1,7.0,0,22.8,32.0
Ezekiel Elliott,NE,4,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",2.2,4.2,6,16.0,0,3,0.10344828,2,6.0,0,17.3,26.0
Ezekiel Elliott,NE,5,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",3.8,7.8,8,21.0,0,4,0.12903225,4,17.0,0,16.5,23.0
Ezekiel Elliott,NE,6,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",10.9,11.9,7,34.0,1,1,0.032258064,1,15.0,0,20.8,20.0
Ezekiel Elliott,NE,7,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",9.1,9.1,11,31.0,1,1,0.033333335,0,0.0,0,18.6,27.0
Ezekiel Elliott,NE,8,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",3.6,3.6,7,36.0,0,0,,0,0.0,0,17.7,13.0
Ezekiel Elliott,NE,9,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",3.2,6.2,6,17.0,0,5,0.11627907,3,15.0,0,23.4,2.0
Ezekiel Elliott,NE,10,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",8.8,10.8,13,54.0,0,2,0.07692308,2,34.0,0,23.7,21.0
Ezekiel Elliott,NE,12,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",5.2,7.2,9,46.0,0,2,0.057142857,2,6.0,0,21.8,5.0
Ezekiel Elliott,NE,13,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",9.2,13.2,17,52.0,0,5,0.20833333,4,40.0,0,20.6,3.0
Ezekiel Elliott,NE,14,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",20.0,27.0,22,68.0,0,8,0.30769232,7,72.0,1,20.4,16.0
Ezekiel Elliott,NE,15,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",4.6,9.6,11,25.0,0,6,0.19354838,5,21.0,0,17.8,30.0
Ezekiel Elliott,NE,16,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",12.0,21.0,12,27.0,0,11,0.3548387,9,33.0,1,24.7,25.0
Ezekiel Elliott,NE,17,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",10.5,11.5,14,39.0,1,2,0.083333336,1,6.0,0,18.6,27.0
Ezekiel Elliott,NE,18,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",8.1,13.1,13,54.0,0,7,0.2413793,5,27.0,0,22.8,32.0
Kenyan Drake,BAL,3,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rp5apwel9vuk49b4lykn",1.1,3.1,1,0.0,0,3,0.1,2,31.0,0,23.7,21.0
Kenyan Drake,GB,15,2023,TB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rp5apwel9vuk49b4lykn",0.0,0.0,1,0.0,0,0,,0,0.0,0,15.6,8.0
Christian McCaffrey,SF,1,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm",22.9,25.9,22,152.0,1,5,0.17857143,3,17.0,0,20.4,16.0
Christian McCaffrey,SF,2,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm",19.5,22.5,20,116.0,1,3,0.125,3,19.0,0,,
Christian McCaffrey,SF,3,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm",17.9,22.9,18,85.0,1,5,0.14705883,5,34.0,0,21.8,5.0
Christian McCaffrey,SF,4,2023,ARI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm",41.7,48.7,20,106.0,3,8,0.3809524,7,71.0,1,25.7,18.0
Christian McCaffrey,SF,5,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm",11.8,13.8,19,51.0,1,3,0.12,2,27.0,0,17.3,26.0
Christian McCaffrey,SF,6,2023,CLE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm",11.2,14.2,11,43.0,0,3,0.125,3,9.0,1,17.2,31.0
Christian McCaffrey,SF,7,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm",19.6,22.6,15,45.0,1,3,0.10344828,3,51.0,1,17.1,6.0
