player_display_name,recent_team,week,season,opponent_team,headshot_url,fantasy_points,fantasy_points_ppr,targets,target_share,receptions,receiving_yards,receiving_tds,te_points_allowed,te_rank_allowed
Marcedes Lewis,CHI,4,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",0.8,1.8,1,0.03125,1,8.0,0,13.3,9.0
Marcedes Lewis,CHI,7,2023,LV,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",1.6,2.6,1,0.03448276,1,16.0,0,8.9,18.0
Marcedes Lewis,CHI,11,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",0.0,0.0,1,0.045454547,0,0.0,0,10.7,23.0
Marcedes Lewis,CHI,14,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",0.4,1.4,1,0.033333335,1,4.0,0,10.7,23.0
Marcedes Lewis,CHI,16,2023,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",6.1,7.1,1,0.04347826,1,1.0,1,8.9,13.0
Jimmy Graham,NO,3,2023,GB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7xs06oj6g03mippwtse",6.8,7.8,1,0.029411765,1,8.0,1,10.2,21.0
Jimmy Graham,NO,5,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7xs06oj6g03mippwtse",0.0,0.0,1,0.04,0,0.0,0,7.6,12.0
Jimmy Graham,NO,13,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7xs06oj6g03mippwtse",6.6,7.6,1,0.03448276,1,6.0,1,10.7,23.0
Jimmy Graham,NO,14,2023,CAR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7xs06oj6g03mippwtse",7.6,9.6,2,0.09090909,2,16.0,1,8.7,24.0
Jimmy Graham,NO,15,2023,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7xs06oj6g03mippwtse",6.9,8.9,2,0.071428575,2,9.0,1,8.3,22.0
Zach Ertz,ARI,1,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",2.1,8.1,10,0.33333334,6,21.0,0,8.1,2.0
Zach Ertz,ARI,2,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",5.6,11.6,8,0.27586207,6,56.0,0,8.3,22.0
Zach Ertz,ARI,3,2023,DAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",0.6,2.6,2,0.0952381,2,6.0,0,8.0,29.0
Zach Ertz,ARI,4,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",5.3,11.3,10,0.24390244,6,53.0,0,8.3,14.0
Zach Ertz,ARI,5,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",7.0,9.0,4,0.13333334,2,10.0,1,12.0,5.0
Zach Ertz,ARI,6,2023,LA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",2.2,4.2,5,0.13157895,2,22.0,0,,
Zach Ertz,ARI,7,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",1.9,4.9,4,0.121212125,3,19.0,0,9.5,10.0
Travis Kelce,KC,2,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",8.6,12.6,9,0.225,4,26.0,1,10.9,28.0
Travis Kelce,KC,3,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",12.9,19.9,8,0.21621622,7,69.0,1,11.1,20.0
Travis Kelce,KC,4,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",6.0,12.0,9,0.31034482,6,60.0,0,10.6,6.0
Travis Kelce,KC,5,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",12.7,22.7,11,0.2820513,10,67.0,1,8.6,7.0
Travis Kelce,KC,6,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",12.4,21.4,9,0.23076923,9,124.0,0,13.3,9.0
Travis Kelce,KC,7,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",23.9,35.9,13,0.325,12,179.0,1,9.7,27.0
Travis Kelce,KC,8,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",5.8,11.8,9,0.24324325,6,58.0,0,13.3,9.0
Travis Kelce,KC,9,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",1.4,4.4,4,0.14285715,3,14.0,0,9.9,30.0
Travis Kelce,KC,11,2023,PHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",8.4,15.4,9,0.23076923,7,44.0,1,10.0,19.0
Travis Kelce,KC,12,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",9.1,15.1,7,0.21875,6,91.0,0,8.9,18.0
Travis Kelce,KC,13,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",8.1,12.1,5,0.16666667,4,81.0,0,10.2,21.0
Travis Kelce,KC,14,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",8.3,14.3,10,0.25641027,6,83.0,0,8.1,26.0
Travis Kelce,KC,15,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",2.8,7.8,7,0.2,5,28.0,0,7.6,12.0
Travis Kelce,KC,16,2023,LV,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",4.4,9.4,7,0.17073171,5,44.0,0,8.9,18.0
Travis Kelce,KC,17,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",1.6,4.6,4,0.14285715,3,16.0,0,12.0,5.0
Travis Kelce,KC,19,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",7.1,14.1,10,0.29411766,7,71.0,0,9.9,30.0
Travis Kelce,KC,20,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",19.5,24.5,6,0.2857143,5,75.0,2,8.1,26.0
Travis Kelce,KC,21,2023,BAL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",18.1,29.1,11,0.30555555,11,116.0,1,8.4,16.0
Travis Kelce,KC,22,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",9.3,18.3,10,0.23809524,9,93.0,0,8.3,14.0
Logan Thomas,WAS,1,2023,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",4.3,8.3,8,0.27586207,4,43.0,0,8.9,13.0
Logan Thomas,WAS,2,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",8.2,10.2,3,0.0882353,2,22.0,1,13.3,9.0
Logan Thomas,WAS,4,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",4.3,7.3,3,0.07692308,3,41.0,0,10.0,19.0
Logan Thomas,WAS,5,2023,CHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",11.7,20.7,11,0.22916667,9,77.0,1,11.1,20.0
Logan Thomas,WAS,6,2023,ATL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",0.2,1.2,1,0.04761905,1,2.0,0,10.5,4.0
Logan Thomas,WAS,7,2023,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",5.1,9.1,6,0.16666667,4,51.0,0,8.3,22.0
Logan Thomas,WAS,8,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",10.4,16.4,8,0.15686275,6,44.0,1,10.0,19.0
Logan Thomas,WAS,9,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",3.1,7.1,5,0.11363637,4,31.0,0,7.6,12.0
Logan Thomas,WAS,10,2023,SEA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",4.0,9.0,5,0.11904762,5,40.0,0,9.5,10.0
Logan Thomas,WAS,11,2023,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",3.8,8.8,8,0.1904762,5,58.0,0,8.3,22.0
Logan Thomas,WAS,12,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",1.5,3.5,4,0.09090909,2,15.0,0,8.0,29.0
Logan Thomas,WAS,13,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",2.0,2.0,1,0.045454547,0,0.0,0,9.9,30.0
Logan Thomas,WAS,15,2023,LA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",0.7,1.7,3,0.0882353,1,7.0,0,,
Logan Thomas,WAS,16,2023,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",9.6,14.6,6,0.1875,5,36.0,1,10.6,6.0
Logan Thomas,WAS,17,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",2.0,5.0,4,0.15384616,3,20.0,0,8.3,14.0
Logan Thomas,WAS,18,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acm0ymhqdzqxdibwjphv",0.9,1.9,2,0.071428575,1,9.0,0,8.0,29.0
Chris Manhertz,DEN,3,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edzj1uojuh7octginx1e",0.0,0.0,1,0.027777778,0,0.0,0,9.9,30.0
Chris Manhertz,DEN,4,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edzj1uojuh7octginx1e",1.0,2.0,1,0.03846154,1,10.0,0,11.1,20.0
Chris Manhertz,DEN,6,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edzj1uojuh7octginx1e",0.0,0.0,1,0.045454547,0,0.0,0,7.8,32.0
Chris Manhertz,DEN,10,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edzj1uojuh7octginx1e",0.6,1.6,1,0.03448276,1,6.0,0,8.1,26.0
MyCole Pruitt,ATL,3,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",1.0,2.0,1,0.02631579,1,10.0,0,10.7,23.0
MyCole Pruitt,ATL,4,2023,JAX,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",0.0,0.0,1,0.033333335,0,0.0,0,10.9,28.0
MyCole Pruitt,ATL,5,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",2.2,3.2,1,0.02631579,1,22.0,0,11.0,15.0
MyCole Pruitt,ATL,6,2023,WAS,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",0.9,1.9,2,0.045454547,1,9.0,0,8.1,2.0
MyCole Pruitt,ATL,8,2023,TEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",0.3,1.3,2,0.060606062,1,3.0,0,7.0,1.0
MyCole Pruitt,ATL,13,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",8.0,9.0,1,0.04,1,20.0,1,10.6,6.0
MyCole Pruitt,ATL,14,2023,TB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",1.5,3.5,2,0.051282052,2,15.0,0,12.4,25.0
MyCole Pruitt,ATL,17,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",1.4,2.4,1,0.03125,1,14.0,0,11.1,20.0
MyCole Pruitt,ATL,18,2023,NO,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",1.7,2.7,1,0.029411765,1,17.0,0,9.5,17.0
Darren Waller,NYG,1,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",3.6,6.6,5,0.1724138,3,36.0,0,8.0,29.0
Darren Waller,NYG,2,2023,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",7.6,13.6,8,0.22857143,6,76.0,0,8.9,13.0
Darren Waller,NYG,3,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",2.0,5.0,7,0.21875,3,20.0,0,8.3,14.0
Darren Waller,NYG,4,2023,SEA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",2.1,5.1,3,0.09375,3,21.0,0,9.5,10.0
Darren Waller,NYG,5,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",8.6,16.6,11,0.36666667,8,86.0,0,9.9,30.0
Darren Waller,NYG,6,2023,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",4.3,9.3,7,0.22580644,5,43.0,0,8.1,26.0
Darren Waller,NYG,7,2023,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",15.8,22.8,8,0.2962963,7,98.0,1,8.1,2.0
Darren Waller,NYG,8,2023,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",0.4,1.4,2,0.16666667,1,4.0,0,10.6,6.0
Darren Waller,NYG,15,2023,NO,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",4.0,8.0,6,0.1764706,4,40.0,0,9.5,17.0
Darren Waller,NYG,16,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",3.2,5.2,5,0.18518518,2,32.0,0,10.0,19.0
Darren Waller,NYG,17,2023,LA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",5.1,10.1,6,0.15384616,5,51.0,0,,
Darren Waller,NYG,18,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzht46a66zbi9xyylf4",4.5,9.5,6,0.1875,5,45.0,0,10.0,19.0
Blake Bell,KC,1,2023,DET,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqrmmjto8koqqc9j2kjj",7.2,9.2,3,0.08108108,2,12.0,1,10.7,23.0
Blake Bell,KC,7,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqrmmjto8koqqc9j2kjj",-1.3,-0.3,1,0.025,1,7.0,0,9.7,27.0
Blake Bell,KC,8,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqrmmjto8koqqc9j2kjj",0.0,0.0,1,0.027027028,0,0.0,0,13.3,9.0
Blake Bell,KC,15,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqrmmjto8koqqc9j2kjj",0.0,0.0,1,0.028571429,0,0.0,0,7.6,12.0
Blake Bell,KC,16,2023,LV,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqrmmjto8koqqc9j2kjj",0.4,1.4,1,0.024390243,1,4.0,0,8.9,18.0
Blake Bell,KC,18,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqrmmjto8koqqc9j2kjj",0.3,1.3,2,0.06896552,1,3.0,0,9.7,27.0
C.J. Uzomah,NYJ,3,2023,NE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",0.9,1.9,1,0.035714287,1,9.0,0,7.6,12.0
C.J. Uzomah,NYJ,4,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",6.1,7.1,1,0.025641026,1,1.0,1,7.8,32.0
C.J. Uzomah,NYJ,5,2023,DEN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",1.2,3.2,2,0.07692308,2,12.0,0,13.3,9.0
C.J. Uzomah,NYJ,6,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",0.0,0.0,1,0.030303031,0,0.0,0,10.0,19.0
C.J. Uzomah,NYJ,8,2023,NYG,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",1.9,2.9,1,0.029411765,1,19.0,0,8.3,22.0
C.J. Uzomah,NYJ,9,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",1.1,3.1,5,0.104166664,2,11.0,0,9.7,27.0
C.J. Uzomah,NYJ,10,2023,LV,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnkflpl5pzbfbdvtcv1c",0.6,1.6,1,0.027027028,1,6.0,0,8.9,18.0
Geoff Swaim,ARI,4,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",0.0,0.0,1,0.024390243,0,0.0,0,8.3,14.0
Geoff Swaim,ARI,5,2023,CIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",2.2,4.2,2,0.06666667,2,22.0,0,12.0,5.0
Geoff Swaim,ARI,7,2023,SEA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",0.8,1.8,1,0.030303031,1,8.0,0,9.5,10.0
Geoff Swaim,ARI,10,2023,ATL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",1.3,3.3,2,0.06451613,2,13.0,0,10.5,4.0
Geoff Swaim,ARI,11,2023,HOU,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",1.5,3.5,2,0.06896552,2,15.0,0,11.0,15.0
Geoff Swaim,ARI,13,2023,PIT,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",1.0,3.0,2,0.08695652,2,10.0,0,9.7,11.0
Geoff Swaim,ARI,15,2023,SF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",2.6,3.6,1,0.02631579,1,26.0,0,8.3,14.0
Austin Hooper,LV,1,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",2.0,3.0,1,0.03846154,1,20.0,0,13.3,9.0
Austin Hooper,LV,2,2023,BUF,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",2.0,4.0,2,0.08695652,2,20.0,0,8.1,26.0
Austin Hooper,LV,4,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.1,2.1,2,0.05263158,1,11.0,0,9.7,27.0
Austin Hooper,LV,5,2023,GB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.1,3.1,2,0.06896552,2,11.0,0,10.2,21.0
Austin Hooper,LV,6,2023,NE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.9,3.9,2,0.06451613,2,19.0,0,7.6,12.0
Austin Hooper,LV,7,2023,CHI,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.8,3.8,2,0.044444446,2,18.0,0,11.1,20.0
Austin Hooper,LV,8,2023,DET,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.9,3.9,2,0.0952381,2,19.0,0,10.7,23.0
Austin Hooper,LV,9,2023,NYG,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.0,2.0,1,0.041666668,1,10.0,0,8.3,22.0
Austin Hooper,LV,10,2023,NYJ,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",0.7,1.7,1,0.04,1,7.0,0,10.6,6.0
Austin Hooper,LV,11,2023,MIA,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",0.0,0.0,1,0.02631579,0,0.0,0,9.9,30.0
Austin Hooper,LV,12,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.4,2.4,2,0.0625,1,14.0,0,7.8,32.0
Austin Hooper,LV,14,2023,MIN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",0.5,1.5,1,0.03448276,1,5.0,0,8.6,7.0
Austin Hooper,LV,15,2023,LAC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",0.0,0.0,1,0.029411765,0,0.0,0,9.7,27.0
Austin Hooper,LV,16,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",1.3,3.3,3,0.15789473,2,13.0,0,7.8,32.0
Austin Hooper,LV,17,2023,IND,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",2.8,5.8,3,0.06521739,3,28.0,0,10.4,3.0
Austin Hooper,LV,18,2023,DEN,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",3.9,7.9,5,0.18518518,4,39.0,0,13.3,9.0
Nick Vannett,LAC,18,2023,KC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp",0.3,1.3,1,0.022222223,1,3.0,0,7.8,32.0
Hunter Henry,NE,1,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",11.6,16.6,6,0.11111111,5,56.0,1,10.0,19.0
Hunter Henry,NE,2,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",11.2,17.2,7,0.16666667,6,52.0,1,9.9,30.0
Hunter Henry,NE,3,2023,NYJ,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",1.7,3.7,5,0.18518518,2,17.0,0,10.6,6.0
Hunter Henry,NE,4,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",5.1,9.1,5,0.1724138,4,51.0,0,8.0,29.0
Hunter Henry,NE,5,2023,NO,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",0.0,0.0,2,0.06451613,0,0.0,0,9.5,17.0
Hunter Henry,NE,6,2023,LV,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",0.7,1.7,3,0.09677419,1,7.0,0,8.9,18.0
Hunter Henry,NE,7,2023,BUF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",2.7,4.7,3,0.1,2,27.0,0,8.1,26.0
Hunter Henry,NE,8,2023,MIA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",2.8,5.8,3,0.10714286,3,28.0,0,9.9,30.0
Hunter Henry,NE,9,2023,WAS,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",9.9,13.9,6,0.13953489,4,39.0,1,8.1,2.0
Hunter Henry,NE,10,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",2.1,5.1,5,0.1923077,3,21.0,0,10.4,3.0
Hunter Henry,NE,13,2023,LAC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",1.5,3.5,4,0.16666667,2,15.0,0,9.7,27.0
Hunter Henry,NE,14,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",16.0,19.0,3,0.115384616,3,40.0,2,9.7,11.0
Hunter Henry,NE,15,2023,KC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",12.6,19.6,9,0.29032257,7,66.0,1,7.8,32.0
Tyler Higbee,LA,1,2023,SEA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",4.9,7.9,3,0.08108108,3,49.0,0,9.5,10.0
Tyler Higbee,LA,2,2023,SF,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",1.2,4.2,7,0.13461539,3,12.0,0,8.3,14.0
Tyler Higbee,LA,3,2023,CIN,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",7.1,12.1,5,0.15625,5,71.0,0,12.0,5.0
Tyler Higbee,LA,4,2023,IND,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",6.4,11.4,11,0.2820513,5,64.0,0,10.4,3.0
Tyler Higbee,LA,5,2023,PHI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",2.0,4.0,3,0.0882353,2,20.0,0,10.0,19.0
Tyler Higbee,LA,6,2023,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",1.8,3.8,3,0.14285715,2,18.0,0,8.9,13.0
Tyler Higbee,LA,7,2023,PIT,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",0.7,1.7,3,0.11111111,1,7.0,0,9.7,11.0
Tyler Higbee,LA,8,2023,DAL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",4.5,9.5,7,0.21875,5,45.0,0,8.0,29.0
Tyler Higbee,LA,9,2023,GB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",0.0,0.0,1,0.037037037,0,0.0,0,10.2,21.0
Tyler Higbee,LA,11,2023,SEA,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",1.7,2.7,3,0.10344828,1,17.0,0,9.5,10.0
Tyler Higbee,LA,12,2023,ARI,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",14.9,19.9,5,0.16129032,5,29.0,2,8.9,13.0
Tyler Higbee,LA,13,2023,CLE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",3.5,5.5,4,0.11764706,2,35.0,0,8.0,31.0
